cleaned_data
date,s_and_p_comp,dividend,earnings,CPI,fraction_date,long_interest_rate,real_price,real_dividend,real_total_return_price,real_earnings,real_scaled_earnings,CAPE,TR_CAPE,excess_CAPE,montly_bond_return,real_bond_return,10_year_stock_return,10_year_bond_return,10_year_excess_return
1957-05,"46,78","1,73","3,41","28,00","1957,37","3,60","457,75","16,93","44.682,94","33,40","3.260,32","16,60","20,66","4,91%","0,99","10,64","8,76%","1,37%","7,40%"
1957-06,"47,55","1,73","3,42","28,10","1957,46","3,80","463,63","16,87","45.394,00","33,35","3.264,93","16,73","20,81","4,65%","0,99","10,46","8,45%","1,42%","7,03%"
1957-07,"48,51","1,74","3,44","28,30","1957,54","3,93","469,64","16,85","46.120,64","33,27","3.267,40","16,87","20,96","4,46%","1,00","10,31","8,46%","1,47%","6,99%"
1957-08,"45,84","1,75","3,45","28,30","1957,62","3,93","443,79","16,94","43.720,80","33,43","3.293,68","15,87","19,70","4,69%","1,00","10,34","9,21%","1,35%","7,86%"
1957-09,"43,98","1,76","3,47","28,30","1957,71","3,92","425,79","17,04","42.086,68","33,59","3.320,62","15,16","18,81","4,77%","1,00","10,38","9,77%","1,31%","8,46%"
1957-10,"41,24","1,77","3,44","28,30","1957,79","3,97","399,26","17,14","39.605,78","33,27","3.300,49","14,15","17,55","5,19%","1,02","10,37","10,42%","1,19%","9,23%"
1957-11,"40,35","1,78","3,40","28,40","1957,87","3,72","389,27","17,17","38.756,56","32,83","3.268,93","13,74","17,04","5,65%","1,05","10,59","10,30%","0,80%","9,51%"
1957-12,"40,33","1,79","3,37","28,40","1957,96","3,21","389,08","17,27","38.880,62","32,51","3.248,89","13,67","16,95","6,06%","1,01","11,08","10,58%","0,40%","10,18%"
1958-01,"41,12","1,78","3,29","28,60","1958,04","3,09","393,92","17,08","39.507,28","31,55","3.164,17","13,79","17,09","6,06%","1,01","11,14","10,33%","0,46%","9,87%"
1958-02,"41,26","1,78","3,22","28,60","1958,12","3,05","395,26","17,02","39.784,04","30,82","3.101,60","13,78","17,09","6,19%","1,01","11,21","9,74%","0,39%","9,35%"
1958-03,"42,11","1,77","3,14","28,80","1958,21","2,98","400,61","16,84","40.462,90","29,87","3.017,18","13,93","17,26","6,30%","1,01","11,22","9,35%","0,26%","9,10%"
1958-04,"42,34","1,76","3,07","28,90","1958,29","2,88","401,40","16,65","40.683,31","29,10","2.949,88","13,91","17,24","6,27%","1,00","11,31","10,07%","0,28%","9,80%"
1958-05,"43,70","1,74","3,00","28,90","1958,37","2,92","414,29","16,53","42.129,68","28,44","2.892,20","14,32","17,74","5,98%","1,00","11,30","9,94%","0,13%","9,80%"
1958-06,"44,75","1,73","2,93","28,90","1958,46","2,97","424,25","16,40","43.280,94","27,78","2.833,81","14,64","18,12","5,70%","0,98","11,28","9,89%","0,25%","9,64%"
1958-07,"45,98","1,73","2,91","29,00","1958,54","3,20","434,41","16,34","44.456,17","27,52","2.816,78","14,96","18,51","5,23%","0,97","11,05","9,54%","0,62%","8,93%"
1958-08,"47,70","1,73","2,90","28,90","1958,62","3,54","452,21","16,40","46.418,62","27,46","2.818,86","15,54","19,23","4,56%","0,98","10,80","8,83%","0,92%","7,90%"
1958-09,"48,96","1,73","2,88","28,90","1958,71","3,76","464,16","16,40","47.785,06","27,30","2.810,89","15,93","19,70","4,18%","1,00","10,64","8,85%","1,06%","7,79%"
1958-10,"50,95","1,74","2,88","28,90","1958,79","3,80","483,03","16,46","49.868,56","27,34","2.822,13","16,56","20,46","3,95%","1,01","10,63","8,62%","0,96%","7,66%"
1958-11,"52,50","1,74","2,89","29,00","1958,87","3,74","496,00","16,47","51.350,17","27,27","2.823,45","16,99","20,97","3,97%","0,99","10,68","8,46%","0,84%","7,62%"
1958-12,"53,49","1,75","2,89","28,90","1958,96","3,86","507,11","16,59","52.642,65","27,40","2.844,22","17,36","21,40","3,73%","0,99","10,65","8,30%","0,64%","7,66%"
1959-01,"55,62","1,76","2,96","29,00","1959,04","4,02","525,48","16,60","54.693,73","28,00","2.913,98","17,98","22,14","3,45%","1,01","10,51","7,42%","0,79%","6,63%"
1959-02,"54,77","1,76","3,04","28,90","1959,12","3,96","519,24","16,72","54.189,24","28,79","3.004,47","17,76","21,84","3,63%","1,00","10,63","7,44%","0,56%","6,88%"
1959-03,"56,16","1,77","3,11","28,90","1959,21","3,99","532,42","16,78","55.710,44","29,48","3.085,10","18,20","22,36","3,46%","0,99","10,64","6,84%","0,44%","6,41%"
1959-04,"57,10","1,78","3,21","29,00","1959,29","4,12","539,46","16,79","56.593,96","30,30","3.178,25","18,43","22,61","3,26%","0,99","10,53","6,86%","0,64%","6,22%"
1959-05,"57,96","1,78","3,30","29,00","1959,37","4,31","547,59","16,85","57.593,63","31,21","3.282,45","18,69","22,89","3,04%","1,00","10,40","7,01%","0,67%","6,34%"
1959-06,"57,46","1,79","3,40","29,10","1959,46","4,34","541,00","16,85","57.048,30","32,01","3.375,64","18,45","22,56","3,07%","1,00","10,38","6,51%","0,51%","6,00%"
1959-07,"59,74","1,80","3,41","29,20","1959,54","4,40","560,54","16,86","59.256,98","32,00","3.382,43","19,09","23,31","2,95%","1,00","10,33","5,59%","0,45%","5,15%"
1959-08,"59,40","1,80","3,42","29,20","1959,62","4,43","557,35","16,92","59.068,79","32,09","3.400,93","18,96","23,11","2,91%","0,98","10,34","5,54%","0,46%","5,08%"
1959-09,"57,05","1,81","3,43","29,30","1959,71","4,68","533,47","16,93","56.687,75","32,07","3.408,22","18,12","22,07","2,90%","1,02","10,14","6,01%","0,34%","5,67%"
1959-10,"57,00","1,82","3,42","29,40","1959,79","4,53","531,19","16,93","56.595,33","31,84","3.392,41","18,02","21,91","3,20%","1,00","10,27","6,11%","0,27%","5,84%"
1959-11,"57,23","1,82","3,40","29,40","1959,87","4,53","533,34","16,99","56.974,57","31,72","3.388,14","18,07","21,95","3,14%","0,99","10,31","6,09%","0,21%","5,88%"
1959-12,"59,06","1,83","3,39","29,40","1959,96","4,69","550,39","17,05","58.948,22","31,59","3.383,58","18,62","22,59","2,90%","1,00","10,21","5,13%","-0,06%","5,18%"
1960-01,"58,03","1,87","3,39","29,30","1960,04","4,72","542,64","17,46","58.273,64","31,70","3.404,23","18,34","22,22","2,96%","1,02","10,26","5,16%","-0,16%","5,32%"
1960-02,"55,78","1,90","3,39","29,40","1960,12","4,49","519,82","17,74","55.982,40","31,59","3.402,30","17,55","21,23","3,47%","1,02","10,46","5,19%","0,04%","5,15%"
1960-03,"55,02","1,94","3,39","29,40","1960,21","4,25","512,74","18,08","55.381,90","31,59","3.412,30","17,29","20,90","3,76%","1,00","10,70","5,45%","-0,06%","5,52%"
1960-04,"55,73","1,94","3,35","29,50","1960,29","4,28","517,60","18,05","56.068,87","31,08","3.367,02","17,43","21,06","3,71%","1,00","10,68","4,95%","-0,28%","5,23%"
1960-05,"55,22","1,95","3,30","29,50","1960,37","4,35","512,86","18,08","55.718,98","30,68","3.333,18","17,26","20,83","3,66%","1,02","10,65","3,75%","-0,59%","4,33%"
1960-06,"57,26","1,95","3,26","29,60","1960,46","4,15","530,01","18,05","57.745,63","30,18","3.287,65","17,82","21,49","3,67%","1,02","10,83","3,30%","-0,69%","3,98%"
1960-07,"55,84","1,95","3,26","29,60","1960,54","3,90","516,87","18,05","56.477,47","30,21","3.300,58","17,38","20,94","3,93%","1,01","11,09","3,53%","-0,65%","4,18%"
1960-08,"56,51","1,95","3,27","29,60","1960,62","3,80","523,07","18,05","57.319,47","30,24","3.313,46","17,58","21,17","3,88%","1,00","11,22","3,71%","-0,75%","4,46%"
1960-09,"54,81","1,95","3,27","29,60","1960,71","3,80","507,33","18,05","55.759,95","30,27","3.326,67","17,05","20,51","4,02%","1,00","11,25","4,58%","-0,67%","5,25%"
1960-10,"53,73","1,95","3,27","29,80","1960,79","3,89","494,00","17,93","54.458,58","30,06","3.314,34","16,61","19,96","4,07%","1,00","11,13","5,03%","-0,51%","5,54%"
1960-11,"55,47","1,95","3,27","29,80","1960,87","3,93","509,99","17,93","56.386,88","30,06","3.324,05","17,15","20,59","3,80%","1,01","11,13","4,63%","-0,16%","4,79%"
1960-12,"56,80","1,95","3,27","29,80","1960,96","3,84","522,22","17,93","57.904,05","30,06","3.333,56","17,56","21,07","3,63%","1,00","11,25","5,03%","0,06%","4,96%"
1961-01,"59,72","1,95","3,21","29,80","1961,04","3,84","549,07","17,90","61.046,18","29,51","3.281,28","18,47","22,14","3,18%","1,01","11,28","4,89%","0,19%","4,70%"
1961-02,"62,17","1,94","3,15","29,80","1961,12","3,78","571,60","17,87","63.716,13","28,96","3.228,34","19,23","23,03","2,91%","1,01","11,37","4,85%","0,24%","4,61%"
1961-03,"64,12","1,94","3,09","29,80","1961,21","3,74","589,52","17,84","65.880,31","28,41","3.174,83","19,84","23,73","2,75%","1,00","11,45","4,76%","0,50%","4,26%"
1961-04,"65,83","1,94","3,07","29,80","1961,29","3,78","605,25","17,84","67.803,36","28,23","3.162,03","20,38","24,35","2,58%","1,01","11,45","4,81%","0,43%","4,39%"
1961-05,"66,50","1,94","3,05","29,80","1961,37","3,71","611,41","17,84","68.659,96","28,04","3.149,07","20,60","24,58","2,56%","0,99","11,55","4,51%","-0,08%","4,59%"
1961-06,"65,62","1,94","3,03","29,80","1961,46","3,88","603,31","17,84","67.918,29","27,86","3.136,12","20,33","24,24","2,45%","1,00","11,42","4,38%","-0,09%","4,47%"
1961-07,"65,44","1,95","3,04","30,00","1961,54","3,92","597,65","17,78","67.447,23","27,73","3.129,81","20,15","24,00","2,52%","0,99","11,35","4,38%","-0,14%","4,52%"
1961-08,"67,79","1,95","3,04","29,90","1961,62","4,04","621,18","17,90","70.271,32","27,89","3.154,72","20,94","24,93","2,18%","1,01","11,31","3,77%","0,03%","3,74%"
1961-09,"67,26","1,96","3,05","30,00","1961,71","3,98","614,27","17,90","69.658,26","27,85","3.158,75","20,71","24,63","2,25%","1,01","11,37","4,11%","0,35%","3,76%"
1961-10,"68,00","1,98","3,10","30,00","1961,79","3,92","621,03","18,08","70.595,53","28,28","3.214,87","20,92","24,87","2,22%","1,00","11,46","3,75%","0,45%","3,30%"
1961-11,"71,08","2,00","3,14","30,00","1961,87","3,94","649,16","18,27","73.966,12","28,71","3.270,96","21,86","25,96","1,92%","0,99","11,48","2,81%","0,58%","2,23%"
1961-12,"71,74","2,02","3,19","30,00","1961,96","4,06","655,19","18,45","74.828,08","29,13","3.327,32","22,04","26,16","1,73%","1,00","11,40","3,35%","0,55%","2,80%"
1962-01,"69,07","2,03","3,25","30,00","1962,04","4,08","630,80","18,51","72.219,31","29,68","3.398,19","21,20","25,14","1,89%","1,01","11,42","4,17%","0,57%","3,60%"
1962-02,"70,22","2,03","3,31","30,10","1962,12","4,04","639,17","18,51","73.354,40","30,13","3.457,75","21,45","25,43","1,98%","1,01","11,46","4,17%","0,44%","3,73%"
1962-03,"70,29","2,04","3,37","30,10","1962,21","3,93","639,81","18,57","73.605,11","30,68","3.528,94","21,44","25,40","2,09%","1,01","11,60","4,38%","0,35%","4,03%"
1962-04,"68,05","2,05","3,40","30,20","1962,29","3,84","617,37","18,57","71.201,52","30,88","3.560,94","20,66","24,46","2,35%","1,00","11,69","4,83%","0,21%","4,62%"
1962-05,"62,99","2,05","3,44","30,20","1962,37","3,87","571,46","18,63","66.086,22","31,18","3.605,60","19,09","22,59","2,72%","1,00","11,70","5,51%","0,28%","5,23%"
1962-06,"55,63","2,06","3,47","30,20","1962,46","3,91","504,69","18,69","58.544,55","31,48","3.651,80","16,83","19,92","3,35%","1,00","11,70","6,83%","0,32%","6,51%"
1962-07,"56,97","2,07","3,49","30,30","1962,54","4,01","515,14","18,69","59.937,53","31,56","3.671,79","17,14","20,29","3,10%","1,01","11,60","6,47%","0,41%","6,07%"
1962-08,"58,52","2,07","3,51","30,30","1962,62","3,98","529,16","18,75","61.750,04","31,74","3.703,74","17,57","20,80","2,98%","1,00","11,67","6,52%","0,30%","6,22%"
1962-09,"58,00","2,08","3,53","30,40","1962,71","3,98","522,73","18,75","61.182,32","31,81","3.723,68","17,32","20,50","3,10%","1,01","11,67","6,47%","0,08%","6,39%"
1962-10,"56,17","2,10","3,58","30,40","1962,79","3,93","506,24","18,90","59.436,22","32,24","3.784,65","16,74","19,82","3,35%","1,00","11,75","6,77%","0,06%","6,71%"
1962-11,"60,04","2,11","3,62","30,40","1962,87","3,92","541,12","19,05","63.717,61","32,66","3.845,27","17,85","21,13","2,99%","1,01","11,80","6,55%","0,20%","6,35%"
1962-12,"62,64","2,13","3,67","30,40","1962,96","3,86","564,55","19,20","66.665,24","33,08","3.905,83","18,59","22,00","2,83%","1,01","11,90","6,29%","0,09%","6,20%"
1963-01,"65,06","2,14","3,68","30,40","1963,04","3,83","586,36","19,26","69.430,25","33,20","3.930,75","19,26","22,79","2,71%","1,00","11,97","5,94%","-0,01%","5,95%"
1963-02,"65,92","2,14","3,70","30,40","1963,12","3,92","594,11","19,32","70.538,62","33,32","3.955,67","19,47","23,03","2,60%","1,00","11,92","5,34%","-0,12%","5,46%"
1963-03,"65,67","2,15","3,71","30,50","1963,21","3,93","589,92","19,31","70.231,80","33,33","3.967,72","19,29","22,81","2,63%","1,00","11,91","5,14%","-0,20%","5,34%"
1963-04,"68,76","2,17","3,75","30,50","1963,29","3,97","617,68","19,46","73.729,55","33,72","4.024,60","20,15","23,82","2,37%","1,01","11,91","4,39%","-0,18%","4,57%"
1963-05,"70,14","2,18","3,80","30,50","1963,37","3,93","630,07","19,61","75.404,38","34,11","4.081,63","20,51","24,23","2,29%","1,00","11,98","3,81%","-0,39%","4,20%"
1963-06,"70,11","2,20","3,84","30,60","1963,46","3,99","627,74","19,70","75.322,26","34,38","4.125,48","20,38","24,08","2,25%","1,00","11,93","3,55%","-0,39%","3,93%"
1963-07,"69,07","2,20","3,88","30,70","1963,54","4,02","616,42","19,66","74.159,85","34,63","4.165,92","19,97","23,58","2,36%","1,00","11,90","3,81%","-0,49%","4,30%"
1963-08,"70,98","2,21","3,92","30,70","1963,62","4,00","633,46","19,69","76.408,04","34,98","4.219,77","20,47","24,16","2,21%","1,00","11,96","3,14%","-0,85%","3,99%"
1963-09,"72,85","2,21","3,96","30,70","1963,71","4,08","650,15","19,72","78.619,30","35,34","4.273,61","20,96","24,73","2,02%","1,00","11,92","3,03%","-0,56%","3,59%"
1963-10,"73,03","2,23","3,98","30,80","1963,79","4,11","649,64","19,87","78.757,86","35,40","4.292,16","20,89","24,63","2,00%","1,00","11,89","3,35%","-0,36%","3,71%"
1963-11,"72,62","2,26","4,00","30,80","1963,87","4,12","646,00","20,07","78.518,51","35,58","4.324,90","20,72","24,42","2,07%","1,00","11,92","2,58%","-0,35%","2,93%"
1963-12,"74,17","2,28","4,02","30,90","1963,96","4,13","657,65","20,22","80.139,65","35,64","4.343,55","21,04","24,79","2,02%","1,00","11,92","1,59%","-0,36%","1,95%"
1964-01,"76,45","2,30","4,07","30,90","1964,04","4,17","677,86","20,36","82.809,95","36,12","4.412,19","21,63","25,47","1,85%","1,01","11,92","1,34%","-0,57%","1,91%"
1964-02,"77,39","2,31","4,13","30,90","1964,12","4,15","686,20","20,51","84.036,96","36,59","4.481,11","21,83","25,70","1,83%","1,00","11,98","0,81%","-0,67%","1,48%"
1964-03,"78,80","2,33","4,18","30,90","1964,21","4,22","698,70","20,66","85.778,91","37,06","4.550,20","22,17","26,08","1,69%","1,00","11,95","0,93%","-0,89%","1,82%"
1964-04,"79,94","2,35","4,23","30,90","1964,29","4,23","708,81","20,81","87.232,75","37,51","4.615,89","22,42","26,37","1,66%","1,01","11,98","0,22%","-1,11%","1,33%"
1964-05,"80,72","2,36","4,28","30,90","1964,37","4,20","715,73","20,96","88.298,82","37,95","4.681,85","22,57","26,54","1,63%","1,01","12,06","-0,30%","-1,28%","0,98%"
1964-06,"80,24","2,38","4,33","31,00","1964,46","4,17","709,17","21,03","87.706,87","38,27","4.732,94","22,30","26,20","1,74%","1,00","12,09","-0,27%","-1,29%","1,02%"
1964-07,"83,22","2,40","4,38","31,10","1964,54","4,19","733,15","21,14","90.889,59","38,56","4.780,03","22,98","26,99","1,62%","1,00","12,07","-1,89%","-1,48%","-0,41%"
1964-08,"82,00","2,42","4,42","31,00","1964,62","4,19","724,73","21,39","90.067,02","39,09","4.858,49","22,65","26,58","1,65%","1,00","12,15","-2,30%","-1,76%","-0,54%"
1964-09,"83,41","2,44","4,47","31,10","1964,71","4,20","734,82","21,50","91.543,76","39,38","4.905,89","22,89","26,85","1,67%","1,00","12,15","-3,60%","-1,81%","-1,79%"
1964-10,"84,85","2,46","4,50","31,10","1964,79","4,19","747,51","21,67","93.349,18","39,61","4.947,09","23,21","27,21","1,62%","1,01","12,20","-3,65%","-1,79%","-1,87%"
1964-11,"85,44","2,48","4,52","31,20","1964,87","4,15","750,29","21,78","93.923,64","39,72","4.972,47","23,23","27,21","1,69%","1,00","12,24","-3,43%","-1,68%","-1,75%"
1964-12,"83,96","2,50","4,55","31,20","1964,96","4,18","737,30","21,95","92.525,70","39,96","5.014,20","22,75","26,65","1,78%","1,00","12,25","-3,97%","-1,54%","-2,43%"
1965-01,"86,12","2,52","4,59","31,20","1965,04","4,19","756,26","22,10","95.137,19","40,34","5.074,27","23,27","27,24","1,68%","1,00","12,29","-3,48%","-1,59%","-1,89%"
1965-02,"86,75","2,53","4,64","31,20","1965,12","4,21","761,80","22,25","96.066,37","40,72","5.134,62","23,37","27,34","1,64%","1,00","12,31","-2,65%","-1,55%","-1,10%"
1965-03,"86,83","2,55","4,68","31,30","1965,21","4,21","760,06","22,32","96.082,32","40,97","5.178,69","23,25","27,19","1,69%","1,00","12,31","-2,21%","-1,76%","-0,46%"
1965-04,"87,97","2,57","4,73","31,40","1965,29","4,20","767,59","22,42","97.270,02","41,30","5.233,73","23,42","27,37","1,70%","1,00","12,33","-2,23%","-2,08%","-0,15%"
1965-05,"89,28","2,59","4,79","31,40","1965,37","4,21","779,02","22,60","98.957,16","41,77","5.305,50","23,71","27,68","1,64%","1,00","12,36","-1,81%","-1,98%","0,17%"
1965-06,"85,04","2,61","4,84","31,60","1965,46","4,21","737,33","22,63","93.900,56","41,96","5.344,29","22,39","26,12","1,96%","1,00","12,33","-1,09%","-1,83%","0,74%"
1965-07,"84,91","2,63","4,89","31,60","1965,54","4,20","736,20","22,77","93.998,71","42,37","5.409,74","22,30","26,01","1,95%","1,00","12,38","-1,17%","-2,05%","0,88%"
1965-08,"86,49","2,64","4,93","31,60","1965,62","4,25","749,90","22,92","95.991,69","42,77","5.475,30","22,67","26,42","1,82%","1,00","12,37","-2,11%","-2,22%","0,12%"
1965-09,"89,38","2,66","4,98","31,60","1965,71","4,29","774,96","23,06","99.445,20","43,18","5.540,80","23,37","27,22","1,61%","1,00","12,38","-2,59%","-2,23%","-0,36%"
1965-10,"91,39","2,68","5,05","31,70","1965,79","4,35","789,88","23,16","101.608,49","43,65","5.614,65","23,78","27,67","1,51%","1,00","12,32","-2,38%","-1,98%","-0,40%"
1965-11,"92,15","2,70","5,12","31,70","1965,87","4,45","796,45","23,34","102.703,62","44,25","5.706,38","23,93","27,82","1,39%","0,99","12,27","-2,36%","-1,88%","-0,47%"
1965-12,"91,73","2,72","5,19","31,80","1965,96","4,62","790,33","23,44","102.165,86","44,72","5.780,45","23,69","27,53","1,33%","1,00","12,11","-2,46%","-1,69%","-0,76%"
1966-01,"93,32","2,74","5,24","31,80","1966,04","4,61","804,03","23,61","104.191,06","45,15","5.850,42","24,06","27,92","1,27%","0,99","12,17","-1,77%","-1,52%","-0,26%"
1966-02,"92,69","2,76","5,29","32,00","1966,12","4,83","793,61","23,63","103.096,06","45,29","5.883,89","23,70","27,48","1,18%","1,00","11,93","-1,30%","-1,33%","0,03%"
1966-03,"88,88","2,78","5,34","32,10","1966,21","4,87","758,62","23,73","98.807,22","45,58","5.936,44","22,61","26,20","1,37%","1,01","11,90","-0,82%","-1,22%","0,40%"
1966-04,"91,60","2,80","5,38","32,30","1966,29","4,75","776,99","23,72","101.457,98","45,64","5.958,99","23,11","26,76","1,42%","1,00","11,99","-1,01%","-1,15%","0,14%"
1966-05,"86,78","2,81","5,42","32,30","1966,37","4,78","736,11","23,86","96.378,92","45,97","6.019,52","21,85","25,28","1,60%","1,00","12,01","-0,61%","-1,40%","0,79%"
1966-06,"86,06","2,83","5,46","32,40","1966,46","4,81","727,75","23,93","95.545,40","46,17","6.061,79","21,56","24,93","1,59%","0,99","11,99","-0,49%","-1,35%","0,86%"
1966-07,"85,84","2,85","5,48","32,50","1966,54","5,02","723,65","24,03","95.270,78","46,17","6.078,36","21,38","24,71","1,38%","0,99","11,80","-0,25%","-1,16%","0,92%"
1966-08,"80,65","2,87","5,49","32,70","1966,62","5,22","675,74","24,05","89.226,94","46,03","6.077,53","19,91","23,01","1,62%","1,01","11,60","0,30%","-0,94%","1,24%"
1966-09,"77,81","2,89","5,51","32,70","1966,71","5,18","651,95","24,21","86.351,35","46,17","6.114,84","19,16","22,14","1,82%","1,02","11,68","0,84%","-0,86%","1,69%"
1966-10,"77,13","2,88","5,52","32,90","1966,79","5,01","642,32","24,01","85.341,40","46,00","6.111,35","18,83","21,75","2,11%","0,99","11,82","0,59%","-0,84%","1,42%"
1966-11,"80,99","2,88","5,54","32,90","1966,87","5,16","674,47","23,96","89.877,58","46,11","6.144,25","19,71","22,77","1,72%","1,03","11,73","0,01%","-0,63%","0,65%"
1966-12,"81,33","2,87","5,55","32,90","1966,96","4,84","677,30","23,90","90.520,31","46,22","6.177,15","19,74","22,79","2,00%","1,02","12,08","0,28%","-0,60%","0,88%"
1967-01,"84,45","2,88","5,52","32,90","1967,04","4,58","703,28","23,98","94.259,99","45,94","6.157,50","20,43","23,59","2,09%","1,00","12,37","-0,23%","-1,08%","0,85%"
1967-02,"87,36","2,89","5,48","32,90","1967,12","4,63","727,51","24,07","97.776,83","45,66","6.137,16","21,07","24,32","1,85%","1,01","12,37","-0,93%","-1,24%","0,31%"
1967-03,"89,42","2,90","5,45","33,00","1967,21","4,54","742,41","24,08","100.048,85","45,25","6.097,81","21,44","24,74","1,85%","1,00","12,47","-1,23%","-1,38%","0,14%"
1967-04,"90,96","2,90","5,41","33,10","1967,29","4,59","752,92","24,00","101.734,01","44,78","6.050,80","21,69","25,01","1,75%","0,98","12,43","-1,60%","-1,31%","-0,29%"
1967-05,"92,59","2,90","5,37","33,20","1967,37","4,85","764,10","23,93","103.514,64","44,32","6.003,60","21,95","25,30","1,42%","0,99","12,19","-1,81%","-1,16%","-0,65%"
1967-06,"91,43","2,90","5,33","33,30","1967,46","5,02","752,26","23,86","102.180,18","43,85","5.956,69","21,55","24,84","1,33%","0,99","12,04","-1,66%","-0,92%","-0,74%"
1967-07,"93,01","2,91","5,32","33,40","1967,54","5,16","762,97","23,84","103.904,63","43,64","5.943,15","21,80","25,12","1,10%","1,00","11,92","-1,75%","-0,85%","-0,90%"
1967-08,"94,49","2,91","5,31","33,50","1967,62","5,28","772,80","23,83","105.513,29","43,43","5.929,47","22,03","25,37","0,96%","1,00","11,83","-2,14%","-0,79%","-1,35%"
1967-09,"95,81","2,92","5,30","33,60","1967,71","5,30","781,26","23,81","106.939,78","43,22","5.915,68","22,22","25,58","0,93%","0,99","11,83","-2,41%","-0,72%","-1,70%"
1967-10,"95,66","2,92","5,31","33,70","1967,79","5,48","777,72","23,74","106.726,32","43,17","5.924,28","22,07","25,40","0,81%","0,98","11,68","-2,64%","-0,69%","-1,95%"
1967-11,"92,66","2,92","5,32","33,80","1967,87","5,75","751,10","23,67","103.344,09","43,12","5.933,42","21,26","24,46","0,71%","1,01","11,46","-2,28%","-0,53%","-1,75%"
1967-12,"95,30","2,92","5,33","33,90","1967,96","5,70","770,22","23,60","106.245,55","43,08","5.942,17","21,75","25,02","0,68%","1,02","11,53","-2,59%","-0,63%","-1,96%"
1968-01,"95,04","2,93","5,37","34,10","1968,04","5,53","763,62","23,54","105.604,86","43,12","5.963,24","21,51","24,74","0,89%","1,00","11,66","-2,93%","-0,93%","-2,00%"
1968-02,"90,75","2,94","5,40","34,20","1968,12","5,56","727,02","23,55","100.814,57","43,29","6.002,58","20,42","23,49","1,14%","0,99","11,66","-2,63%","-0,97%","-1,66%"
1968-03,"89,09","2,95","5,44","34,30","1968,21","5,74","711,64","23,56","98.954,22","43,45","6.042,33","19,93","22,92","1,04%","1,01","11,52","-2,50%","-0,87%","-1,63%"
1968-04,"95,67","2,96","5,48","34,40","1968,29","5,64","761,98","23,60","106.227,36","43,67","6.088,43","21,28","24,47","0,82%","0,99","11,63","-2,81%","-1,05%","-1,76%"
1968-05,"97,87","2,98","5,53","34,50","1968,37","5,87","777,24","23,64","108.629,78","43,89","6.134,27","21,63","24,87","0,54%","1,02","11,45","-2,60%","-1,05%","-1,54%"
1968-06,"100,50","2,99","5,57","34,70","1968,46","5,72","793,52","23,61","111.180,95","43,98","6.161,97","22,00","25,30","0,67%","1,02","11,57","-2,86%","-1,27%","-1,59%"
1968-07,"100,30","3,00","5,60","34,90","1968,54","5,50","787,41","23,58","110.599,11","43,96","6.175,03","21,75","25,01","0,97%","1,01","11,75","-2,89%","-1,54%","-1,35%"
1968-08,"98,11","3,02","5,63","35,00","1968,62","5,42","768,01","23,61","108.151,55","44,07","6.206,23","21,14","24,30","1,24%","1,00","11,84","-2,03%","-1,45%","-0,58%"
1968-09,"101,30","3,03","5,66","35,10","1968,71","5,46","790,73","23,65","111.627,45","44,18","6.237,03","21,68","24,92","1,12%","1,00","11,82","-2,37%","-1,44%","-0,93%"
1968-10,"103,80","3,04","5,69","35,30","1968,79","5,58","805,65","23,62","114.012,15","44,19","6.253,46","22,00","25,29","0,99%","1,00","11,70","-2,94%","-1,51%","-1,43%"
1968-11,"105,40","3,06","5,73","35,40","1968,87","5,70","815,76","23,66","115.721,52","44,32","6.287,47","22,20","25,51","0,82%","0,98","11,62","-3,66%","-1,52%","-2,15%"
1968-12,"106,50","3,07","5,76","35,50","1968,96","6,03","821,95","23,69","116.879,96","44,45","6.321,40","22,28","25,60","0,54%","1,00","11,35","-3,62%","-1,39%","-2,23%"
1969-01,"102,00","3,08","5,78","35,60","1969,04","6,04","785,01","23,70","111.907,82","44,48","6.341,44","21,19","24,36","0,75%","0,99","11,37","-2,89%","-1,48%","-1,41%"
1969-02,"101,50","3,09","5,80","35,80","1969,12","6,19","776,80","23,65","111.018,07","44,39","6.343,89","20,90","24,02","0,76%","1,00","11,24","-3,03%","-1,40%","-1,62%"
1969-03,"99,30","3,10","5,82","36,10","1969,21","6,30","753,64","23,53","107.989,38","44,17","6.329,29","20,20","23,22","0,90%","1,01","11,11","-2,63%","-1,33%","-1,30%"
1969-04,"101,30","3,11","5,83","36,30","1969,29","6,17","764,59","23,47","109.837,72","43,98","6.317,75","20,43","23,48","1,00%","0,99","11,22","-2,67%","-1,50%","-1,17%"
1969-05,"104,60","3,12","5,83","36,40","1969,37","6,32","787,33","23,48","113.385,41","43,91","6.323,27","20,97","24,11","0,75%","0,99","11,12","-3,29%","-1,51%","-1,78%"
1969-06,"99,14","3,13","5,84","36,60","1969,46","6,57","742,15","23,43","107.160,77","43,72","6.312,48","19,71","22,66","0,82%","0,99","10,92","-2,62%","-1,14%","-1,47%"
1969-07,"94,71","3,14","5,86","36,80","1969,54","6,72","705,13","23,35","102.096,99","43,60","6.313,47","18,68","21,48","0,97%","1,01","10,80","-2,11%","-1,10%","-1,02%"
1969-08,"94,18","3,14","5,87","37,00","1969,62","6,69","697,40","23,28","101.257,72","43,49","6.314,72","18,43","21,19","1,13%","0,97","10,82","-1,64%","-1,19%","-0,45%"
